종목명,구분,코드,채권그룹,날짜(당일),3월이하(당일),6월이하(당일),9월이하(당일),1년이하(당일),1.5년이하(당일),2년이하(당일),2.5년이하(당일),3년이하(당일),4년이하(당일),5년이하(당일),7년이하(당일),10년이하(당일),15년이하(당일),20년이하(당일),30년이하(당일)
시가평가 4사평균 NH투자증권(구 우리투자),IR,BONDAV400594,공모/무보증AA+,20260316,2.941,2.985,3.037,3.224,3.36,3.597,3.626,3.788,3.843,3.961,4.067,4.499,4.775,5.035,
시가평가 4사평균 NAVER,IR,BONDAV411456,공모/무보증AA+,20260316,2.931,2.965,3.018,3.204,3.34,3.577,3.602,3.766,3.818,3.927,3.993,4.429,4.704,4.964,
시가평가 4사평균 LX홀딩스,IR,BONDAV476748,공모/무보증AA-,20260316,2.917,2.943,3.004,3.213,3.34,3.594,3.591,3.766,3.821,3.993,4.182,5.04,5.63,5.965,
시가평가 4사평균 LX하우시스,IR,BONDAV414723,공모/무보증A+,20260316,2.951,2.991,3.075,3.296,3.498,3.793,3.857,4.079,4.309,4.645,4.831,5.549,5.957,6.306,
시가평가 4사평균 LX인터내셔널,IR,BONDAV400112,공모/무보증AA-,20260316,3.027,3.076,3.138,3.331,3.476,3.737,3.771,3.941,4.028,4.201,4.375,5.222,5.831,6.159,
시가평가 4사평균 LS네트웍스,IR,BONDAV400068,공모/무보증BBB+,20260316,3.22,3.628,4.08,4.459,5.122,6.024,6.347,6.78,7.001,7.26,7.283,7.719,7.992,8.364,
시가평가 4사평균 LS,IR,BONDAV400626,공모/무보증A+,20260316,2.955,2.987,3.07,3.284,3.442,3.738,3.779,4.019,4.272,4.605,4.791,5.518,5.919,6.271,
시가평가 4사평균 LIG넥스원,IR,BONDAV409003,공모/무보증AA0,20260316,2.976,3.001,3.053,3.255,3.392,3.624,3.639,3.826,3.896,4.071,4.154,4.841,5.329,5.603,
시가평가 4사평균 LG화학,IR,BONDAV404998,공모/무보증AA+,20260316,2.927,2.97,3.019,3.205,3.345,3.588,3.604,3.763,3.807,3.927,3.962,4.39,4.654,4.9,
시가평가 4사평균 LG헬로비전,IR,BONDAV412160,공모/무보증AA-,20260316,2.931,2.968,3.028,3.217,3.354,3.592,3.611,3.773,3.843,4.007,4.175,5.02,5.614,5.942,
시가평가 4사평균 LG전자,IR,BONDAV406572,공모/무보증AA0,20260316,2.913,2.948,2.992,3.179,3.317,3.548,3.57,3.735,3.782,3.898,3.93,4.364,4.756,5.016,
시가평가 4사평균 LG이노텍,IR,BONDAV401107,공모/무보증AA-,20260316,2.911,2.947,2.995,3.184,3.311,3.537,3.564,3.737,3.791,3.9,4.035,4.792,5.382,5.705,
시가평가 4사평균 LG유플러스,IR,BONDAV403264,공모/무보증AA+,20260316,2.906,2.942,2.989,3.169,3.298,3.514,3.536,3.697,3.743,3.861,3.884,4.258,4.54,4.799,
시가평가 4사평균 LG에너지솔루션,IR,BONDAV463087,공모/무보증AA0,20260316,2.994,3.031,3.084,3.283,3.424,3.663,3.694,3.858,3.91,4.028,4.066,4.697,5.186,5.459,
시가평가 4사평균 LG씨엔에스,IR,BONDAV403826,공모/무보증AA0,20260316,2.945,2.991,3.041,3.232,3.372,3.604,3.631,3.796,3.85,3.973,4.058,4.74,5.241,5.521,
시가평가 4사평균 LG디스플레이,IR,BONDAV403922,공모/무보증A0,20260316,3.312,3.376,3.514,3.755,3.984,4.311,4.392,4.679,4.951,5.346,5.54,6.272,6.602,6.958,
시가평가 4사평균 LF,IR,BONDAV413163,공모/무보증AA-,20260316,2.98,3.022,3.081,3.271,3.404,3.647,3.673,3.844,3.93,4.099,4.267,5.112,5.721,6.044,
시가평가 4사평균 KB캐피탈,IR,BONDAV402196,기타금융채AA-,20260316,2.963,2.979,3.033,3.236,3.387,3.662,3.679,3.902,3.965,4.129,4.563,5.358,5.736,6.022,
시가평가 4사평균 KB증권,IR,BONDAV400345,공모/무보증AA+,20260316,2.943,2.989,3.042,3.228,3.359,3.598,3.628,3.791,3.842,3.946,4.022,4.454,4.714,4.972,
시가평가 4사평균 KB금융,IR,BONDAV413986,공모/무보증AAA,20260316,2.88,2.916,2.954,3.132,3.27,3.48,3.507,3.65,3.715,3.846,3.893,4.179,4.378,4.631,
시가평가 4사평균 JB금융지주,IR,BONDAV442953,공모/무보증AA+,20260316,2.975,3.019,3.071,3.258,3.4,3.651,3.761,3.961,4.08,4.215,4.293,4.726,4.994,5.252,
시가평가 4사평균 JB 우리캐피탈,IR,BONDAV403713,기타금융채AA-,20260316,2.997,3.026,3.084,3.287,3.45,3.734,3.74,3.964,4.041,4.202,4.637,5.45,5.844,6.127,
시가평가 4사평균 INVENI,IR,BONDAV401536,공모/무보증AA-,20260316,3.039,3.078,3.138,3.331,3.471,3.723,3.768,3.967,4.054,4.229,4.416,5.261,5.889,6.219,
시가평가 4사평균 HS효성첨단소재,IR,BONDAV456217,공모/무보증A0,20260316,3.252,3.312,3.451,3.694,3.914,4.209,4.256,4.48,4.776,5.05,5.257,5.99,6.306,6.657,
시가평가 4사평균 HL홀딩스,IR,BONDAV404107,공모/무보증A0,20260316,3.15,3.214,3.352,3.593,3.819,4.112,4.194,4.457,4.758,5.133,5.332,6.062,6.396,6.758,
시가평가 4사평균 HL만도,IR,BONDAV446015,공모/무보증AA-,20260316,2.984,3.021,3.077,3.269,3.409,3.653,3.678,3.844,3.9,4.032,4.218,5.052,5.666,6,
시가평가 4사평균 HL D&I,IR,BONDAV401479,공모/무보증BBB+,20260316,5.057,5.659,6.166,6.497,6.97,7.839,8.129,8.564,8.79,9.026,9.074,9.506,9.736,10.116,
시가평가 4사평균 HK이노엔,IR,BONDAV444919,공모/무보증A0,20260316,3.157,3.213,3.351,3.591,3.821,4.14,4.224,4.532,4.895,5.341,5.541,6.283,6.627,6.975,
시가평가 4사평균 HD현대중공업,IR,BONDAV458676,공모/무보증A+,20260316,3.063,3.113,3.224,3.455,3.681,4.007,4.089,4.359,4.608,4.962,5.147,5.874,6.334,6.689,
시가평가 4사평균 HD현대일렉트릭,IR,BONDAV452931,공모/무보증A+,20260316,3.12,3.164,3.279,3.5,3.716,4.037,4.093,4.321,4.538,4.832,5.028,5.755,6.167,6.522,
시가평가 4사평균 HD현대인프라코어(~260123),IR,BONDAV405534, , , , , , , , , , , , , , , , ,
시가평가 4사평균 HD현대,IR,BONDAV452932,공모/무보증A+,20260316,2.948,2.984,3.064,3.273,3.446,3.754,3.807,4.031,4.225,4.502,4.688,5.419,5.822,6.179,
시가평가 4사평균 HD건설기계,IR,BONDAV452933,공모/무보증A0,20260316,3.09,3.155,3.275,3.518,3.73,4.036,4.099,4.355,4.623,4.988,5.208,5.952,6.3,6.653,
시가평가 4사평균 HDC현대산업개발,IR,BONDAV455766,공모/무보증A0,20260316,3.468,3.53,3.666,3.913,4.146,4.468,4.612,4.944,5.248,5.629,5.802,6.539,6.901,7.253,
시가평가 4사평균 HDC,IR,BONDAV401263,공모/무보증A0,20260316,3.338,3.402,3.542,3.775,3.995,4.316,4.392,4.69,4.993,5.413,5.612,6.342,6.729,7.092,
시가평가 4사평균 GS파워,IR,BONDAV404484,공모/무보증AA0,20260316,2.91,2.942,2.981,3.174,3.309,3.532,3.554,3.711,3.762,3.881,3.975,4.506,4.901,5.181,
시가평가 4사평균 GS칼텍스,IR,BONDAV400508,공모/무보증AA+,20260316,2.907,2.942,2.986,3.165,3.295,3.531,3.553,3.719,3.772,3.887,3.933,4.36,4.617,4.865,
시가평가 4사평균 GS리테일,IR,BONDAV400707,공모/무보증AA0,20260316,2.925,2.961,3.008,3.202,3.33,3.56,3.589,3.75,3.813,3.963,4.056,4.734,5.234,5.508,
시가평가 4사평균 GS글로벌,IR,BONDAV400125,공모/무보증A0,20260316,3.264,3.326,3.454,3.693,3.919,4.232,4.284,4.547,4.871,5.161,5.33,6.065,6.389,6.738,
시가평가 4사평균 GS건설,IR,BONDAV400636,공모/무보증A0,20260316,3.874,3.93,4.072,4.316,4.579,4.953,5.025,5.309,5.521,5.949,6.164,6.881,7.229,7.557,
시가평가 4사평균 GS,IR,BONDAV409006,공모/무보증AA0,20260316,3,3.044,3.097,3.293,3.429,3.664,3.69,3.853,3.914,4.04,4.131,4.784,5.283,5.56,
시가평가 4사평균 E1,IR,BONDAV401794,공모/무보증A+,20260316,2.988,3.024,3.125,3.332,3.536,3.835,3.867,4.098,4.332,4.622,4.802,5.535,5.93,6.276,
시가평가 4사평균 DL이앤씨,IR,BONDAV463270,공모/무보증AA-,20260316,3.062,3.103,3.156,3.347,3.484,3.727,3.774,3.958,4.033,4.204,4.38,5.219,5.822,6.149,
시가평가 4사평균 DL에너지,IR,BONDAV447436,공모/무보증A0,20260316,2.975,3.042,3.177,3.41,3.635,3.988,4.071,4.362,4.699,5.123,5.326,6.076,6.439,6.765,
시가평가 4사평균 CJ프레시웨이,IR,BONDAV405361,공모/무보증A0,20260316,3.057,3.117,3.245,3.486,3.705,4.018,4.131,4.441,4.745,5.168,5.368,6.111,6.471,6.828,
시가평가 4사평균 CJ제일제당,IR,BONDAV412366,공모/무보증AA0,20260316,2.924,2.956,3.003,3.188,3.319,3.553,3.581,3.748,3.801,3.902,3.969,4.436,4.804,5.071,
시가평가 4사평균 CJ대한통운,IR,BONDAV400012,공모/무보증AA-,20260316,2.931,2.967,3.013,3.202,3.341,3.588,3.614,3.787,3.86,4.015,4.192,5.027,5.639,5.974,
시가평가 4사평균 CJ ENM,IR,BONDAV400834,공모/무보증AA-,20260316,3.024,3.062,3.122,3.32,3.465,3.722,3.76,3.966,4.025,4.172,4.36,5.194,5.807,6.134,
시가평가 4사평균 CJ CGV,IR,BONDAV408805,공모/무보증A-,20260316,4.953,5.046,5.214,5.476,5.848,6.24,6.4,6.757,7.102,7.589,7.729,8.444,8.765,9.175,
시가평가 4사평균 CJ,IR,BONDAV400104,공모/무보증AA-,20260316,2.961,2.997,3.052,3.241,3.375,3.619,3.643,3.813,3.886,4.034,4.191,5.032,5.639,5.965,
시가평가 4사평균 BNK투자증권,IR,BONDAV440019,공모/무보증A+,20260316,3.068,3.1,3.229,3.467,3.681,4.006,4.057,4.319,4.527,4.872,5.083,5.778,6.179,6.487,
시가평가 4사평균 BNK금융지주,IR,BONDAV418519,공모/무보증AAA,20260316,2.908,2.952,2.994,3.179,3.327,3.554,3.583,3.73,3.798,3.946,3.988,4.26,4.456,4.709,
시가평가 4사평균 AJ네트웍스,IR,BONDAV411919,공모/무보증BBB+,20260316,2.947,3.28,3.656,3.906,4.487,5.127,5.459,5.999,6.374,6.65,6.694,7.111,7.434,7.826,
