종목명,구분,코드,채권그룹,날짜(당일),3월이하(당일),6월이하(당일),9월이하(당일),1년이하(당일),1.5년이하(당일),2년이하(당일),2.5년이하(당일),3년이하(당일),4년이하(당일),5년이하(당일),7년이하(당일),10년이하(당일),15년이하(당일),20년이하(당일),30년이하(당일)
시가평가 4사평균 롯데칠성음료,IR,BONDAV400530,공모/무보증AA0,20260401,3.003,3.068,3.174,3.422,3.589,3.806,3.814,3.905,3.903,3.981,4.029,4.614,5.036,5.316,
시가평가 4사평균 롯데카드,IR,BONDAV403062,카드채AA-,20260401,3.231,3.305,3.425,3.732,3.936,4.177,4.169,4.267,4.259,4.374,4.755,5.601,5.946,6.233,
시가평가 4사평균 롯데캐피탈,IR,BONDAV402969,기타금융채A+,20260401,3.33,3.54,3.684,3.918,4.091,4.442,4.522,4.713,4.946,5.126,5.331,6.032,6.244,6.46,
시가평가 4사평균 롯데케미칼,IR,BONDAV401117,공모/무보증AA-,20260401,3.324,3.406,3.528,3.79,3.997,4.261,4.274,4.373,4.371,4.452,4.512,5.301,5.811,6.122,
시가평가 4사평균 롯데하이마트,IR,BONDAV403757,공모/무보증A+,20260401,3.245,3.326,3.492,3.802,4.073,4.343,4.359,4.519,4.673,4.971,5.121,5.917,6.301,6.664,
시가평가 4사평균 매일유업,IR,BONDAV453169,공모/무보증AA-,20260401,3.096,3.172,3.278,3.524,3.689,3.917,3.923,4.017,4.024,4.151,4.261,5.137,5.727,6.059,
시가평가 4사평균 맥쿼리인프라,IR,BONDAV411959,공모/무보증AA0,20260401,3.046,3.118,3.22,3.472,3.641,3.864,3.872,3.962,3.958,4.036,4.1,4.805,5.29,5.571,
시가평가 4사평균 메리츠금융지주,IR,BONDAV418869,공모/무보증AA0,20260401,3.093,3.168,3.272,3.532,3.707,3.943,3.948,4.034,4.126,4.252,4.316,5.025,5.52,5.808,
시가평가 4사평균 메리츠증권,IR,BONDAV400856,공모/무보증AA0,20260401,3.048,3.119,3.224,3.479,3.651,3.884,3.893,3.984,4.024,4.151,4.269,4.995,5.48,5.768,
시가평가 4사평균 메리츠캐피탈,IR,BONDAV441534,기타금융채A+,20260401,3.36,3.585,3.725,3.947,4.116,4.48,4.633,4.926,5.188,5.397,5.554,6.188,6.352,6.575,
시가평가 4사평균 무림페이퍼,IR,BONDAV400920,공모/무보증A-,20260401,3.589,3.699,3.923,4.202,4.535,4.888,4.975,5.29,5.578,6.077,6.183,6.926,7.224,7.585,
시가평가 4사평균 미래에셋자산운용,IR,BONDAV446852,공모/무보증AA0,20260401,3.123,3.199,3.309,3.571,3.771,4.004,4.014,4.111,4.137,4.255,4.311,5.017,5.496,5.778,
시가평가 4사평균 미래에셋증권,IR,BONDAV400680,공모/무보증AA0,20260401,3.034,3.101,3.207,3.445,3.604,3.828,3.834,3.92,3.922,4.022,4.104,4.795,5.253,5.538,
시가평가 4사평균 미래에셋캐피탈,IR,BONDAV404376,기타금융채AA-,20260401,3.075,3.153,3.27,3.563,3.763,4.012,4.007,4.137,4.169,4.296,4.708,5.578,5.967,6.249,
시가평가 4사평균 벤츠파이낸셜서비스,IR,BONDAV441132,기타금융채A+,20260401,3.108,3.328,3.463,3.672,3.857,4.224,4.377,4.687,4.95,5.177,5.346,5.993,6.183,6.411,
시가평가 4사평균 보령,IR,BONDAV400385,공모/무보증A0,20260401,3.131,3.231,3.407,3.694,3.964,4.299,4.282,4.445,4.692,5.094,5.254,6.042,6.362,6.738,
시가평가 4사평균 보령엘엔지터미널,IR,BONDAV446443,공모/무보증AA0,20260401,3.083,3.154,3.258,3.51,3.691,3.919,3.943,4.052,4.059,4.171,4.236,4.937,5.415,5.696,
시가평가 4사평균 부산교통공사,IR,BONDAV411802,공사/공단채AAA,20260401,2.807,2.902,3.014,3.205,3.394,3.623,3.654,3.744,3.778,3.871,3.896,3.979,3.968,3.98,3.902
시가평가 4사평균 부산도시공사,IR,BONDAV404021,공사/공단채AA+,20260401,2.851,2.946,3.072,3.239,3.437,3.7,3.733,3.826,3.844,3.939,3.964,4.092,4.105,4.152,
시가평가 4사평균 부산은행,IR,BONDAV400528,은행채AAA,20260401,2.823,2.913,3.007,3.198,3.436,3.588,3.597,3.717,3.732,3.872,3.878,4.14,4.294,4.425,
시가평가 4사평균 부산항만공사,IR,BONDAV412600,공사/공단채AAA,20260401,2.817,2.912,3.024,3.208,3.4,3.631,3.66,3.743,3.763,3.845,3.855,3.923,3.911,3.915,3.837
시가평가 4사평균 비씨카드,IR,BONDAV403132,카드채AA+,20260401,2.992,3.053,3.153,3.435,3.626,3.866,3.856,3.958,3.947,3.967,4.208,5.098,5.445,5.726,
시가평가 4사평균 비엔케이캐피탈,IR,BONDAV419070,기타금융채AA-,20260401,3.05,3.122,3.236,3.523,3.717,3.965,3.954,4.086,4.104,4.216,4.615,5.467,5.835,6.123,
시가평가 4사평균 빙그레,IR,BONDAV400518,공모/무보증AA-,20260401,2.93,2.99,3.099,3.358,3.537,3.796,3.769,3.904,3.908,4.052,4.206,5.077,5.669,5.98,
시가평가 4사평균 산업은행,IR,BONDAV403401,은행채AAA(산금-이표),20260401,2.788,2.875,2.962,3.136,3.359,3.527,3.517,3.615,3.618,3.779,3.76,4.032,4.17,4.299,
시가평가 4사평균 산은캐피탈,IR,BONDAV400827,기타금융채AA-,20260401,3.008,3.068,3.18,3.466,3.643,3.874,3.872,4.001,4.016,4.134,4.545,5.404,5.785,6.073,
시가평가 4사평균 삼성FN리츠,IR,BONDAV468909,공모/무보증A+,20260401,3.361,3.456,3.628,3.908,4.192,4.451,4.461,4.645,4.768,5.075,5.23,6.004,6.379,6.743,
시가평가 4사평균 삼성물산,IR,BONDAV402826,공모/무보증AA+,20260401,2.995,3.07,3.17,3.417,3.583,3.82,3.825,3.917,3.953,4.097,4.141,4.615,4.854,5.12,
시가평가 4사평균 삼성바이오로직스,IR,BONDAV446415,공모/무보증AA0,20260401,2.996,3.066,3.158,3.402,3.565,3.781,3.787,3.874,3.878,3.978,4.034,4.769,5.271,5.563,
시가평가 4사평균 삼성중공업,IR,BONDAV401014,공모/무보증A-,20260401,3.039,3.141,3.34,3.603,3.801,4.152,4.183,4.428,4.741,5.266,5.359,6.117,6.426,6.843,
시가평가 4사평균 삼성증권,IR,BONDAV401636,공모/무보증AA+,20260401,3.005,3.081,3.182,3.426,3.593,3.821,3.83,3.92,3.924,4.015,4.063,4.523,4.776,5.042,
시가평가 4사평균 삼성카드,IR,BONDAV402978,카드채AA+,20260401,2.984,3.044,3.144,3.426,3.616,3.855,3.841,3.942,3.926,3.938,4.181,5.07,5.415,5.695,
시가평가 4사평균 삼양사,IR,BONDAV419746,공모/무보증AA-,20260401,3.046,3.117,3.228,3.48,3.653,3.892,3.9,3.998,4.015,4.164,4.331,5.209,5.801,6.139,
시가평가 4사평균 삼양식품,IR,BONDAV400323,공모/무보증A+,20260401,3.006,3.079,3.236,3.511,3.744,4.027,4.043,4.181,4.343,4.642,4.787,5.552,5.938,6.301,
시가평가 4사평균 삼양패키징,IR,BONDAV456434,공모/무보증A-,20260401,3.045,3.146,3.354,3.649,3.944,4.248,4.283,4.479,4.912,5.375,5.469,6.242,6.547,6.951,
시가평가 4사평균 삼양홀딩스,IR,BONDAV400007,공모/무보증AA-,20260401,2.993,3.057,3.163,3.416,3.587,3.827,3.824,3.933,3.952,4.082,4.241,5.106,5.698,6.028,
시가평가 4사평균 삼척블루파워,IR,BONDAV419605,공모/무보증A+,20260401,4.256,4.343,4.533,4.995,5.35,5.819,6.165,6.671,6.832,7.133,7.282,8.02,8.426,8.786,
시가평가 4사평균 삼천리,IR,BONDAV400469,공모/무보증AA+,20260401,2.985,3.059,3.16,3.407,3.573,3.808,3.813,3.908,3.906,3.993,4.018,4.485,4.739,5.002,
시가평가 4사평균 서울교통공사,IR,BONDAV453551,공사/공단채AAA,20260401,2.851,2.946,3.057,3.24,3.433,3.666,3.693,3.772,3.809,3.887,3.906,3.999,3.993,4.001,3.927
시가평가 4사평균 서울주택도시공사,IR,BONDAV409587,공사/공단채AAA,20260401,2.825,2.929,3.057,3.253,3.445,3.67,3.693,3.773,3.782,3.86,3.877,3.973,3.964,3.98,3.9
시가평가 4사평균 서흥,IR,BONDAV400849,공모/무보증A-,20260401,3.139,3.225,3.44,3.726,4.027,4.333,4.352,4.533,4.83,5.317,5.433,6.177,6.481,6.872,
시가평가 4사평균 세아베스틸,IR,BONDAV467084,공모/무보증A+,20260401,3.031,3.103,3.26,3.539,3.763,4.052,4.086,4.24,4.379,4.646,4.792,5.569,5.961,6.317,
시가평가 4사평균 세아베스틸지주,IR,BONDAV400143,공모/무보증A+,20260401,3.063,3.14,3.301,3.583,3.84,4.162,4.207,4.39,4.534,4.824,4.962,5.747,6.124,6.472,
시가평가 4사평균 세아제강,IR,BONDAV456610,공모/무보증A+,20260401,3.09,3.18,3.34,3.622,3.871,4.176,4.211,4.366,4.53,4.833,4.98,5.744,6.131,6.494,
시가평가 4사평균 세아제강지주,IR,BONDAV400303,공모/무보증A0,20260401,3.108,3.201,3.387,3.669,3.942,4.271,4.28,4.497,4.735,5.139,5.314,6.081,6.4,6.77,
시가평가 4사평균 세아창원특수강,IR,BONDAV403243,공모/무보증A+,20260401,3.035,3.113,3.27,3.551,3.791,4.09,4.11,4.281,4.387,4.647,4.802,5.585,5.976,6.326,
시가평가 4사평균 세아홀딩스,IR,BONDAV412468,공모/무보증A0,20260401,3.089,3.181,3.357,3.653,3.907,4.182,4.246,4.447,4.7,5.074,5.232,6.009,6.341,6.71,
시가평가 4사평균 세종도시교통공사,IR,BONDAV476672,공사/공단채AA+,20260401,2.864,2.956,3.082,3.252,3.447,3.704,3.735,3.825,3.858,3.952,3.979,4.111,4.122,4.177,
시가평가 4사평균 수협은행,IR,BONDAV419327,은행채AAA,20260401,2.813,2.904,2.998,3.19,3.429,3.58,3.59,3.712,3.724,3.864,3.868,4.131,4.277,4.408,
시가평가 4사평균 수협중앙회,IR,BONDAV403523,공사/공단채AAA,20260401,2.85,2.953,3.069,3.25,3.44,3.658,3.673,3.755,3.767,3.842,3.85,3.929,3.923,3.933,3.859
시가평가 4사평균 스탠다드차타드은행,IR,BONDAV400011,은행채AAA,20260401,2.82,2.913,3.009,3.201,3.439,3.589,3.598,3.718,3.731,3.871,3.879,4.14,4.297,4.425,
시가평가 4사평균 신세계,IR,BONDAV400417,공모/무보증AA0,20260401,2.963,3.032,3.129,3.379,3.544,3.758,3.766,3.855,3.858,3.953,4.011,4.679,5.133,5.414,
시가평가 4사평균 신세계센트럴,IR,BONDAV441440,공모/무보증AA-,20260401,3.012,3.084,3.191,3.44,3.612,3.85,3.858,3.958,3.972,4.089,4.223,5.094,5.673,6.009,
시가평가 4사평균 신세계푸드,IR,BONDAV403144,공모/무보증A+,20260401,3.016,3.094,3.247,3.516,3.744,4.033,4.038,4.164,4.36,4.673,4.834,5.608,6.009,6.366,
시가평가 4사평균 신한은행,IR,BONDAV400001,은행채AAA,20260401,2.81,2.9,2.994,3.185,3.423,3.573,3.582,3.702,3.714,3.855,3.864,4.127,4.271,4.404,
시가평가 4사평균 신한자산신탁,IR,BONDAV444569,공모/무보증A-,20260401,5.229,5.339,5.563,5.842,6.175,6.528,6.615,6.93,7.218,7.717,7.823,8.566,8.864,9.225,
시가평가 4사평균 신한지주,IR,BONDAV405773,공모/무보증AAA,20260401,2.926,3.002,3.085,3.326,3.494,3.703,3.709,3.777,3.778,3.85,3.858,4.153,4.318,4.574,
시가평가 4사평균 신한카드,IR,BONDAV403271,카드채AA+,20260401,2.984,3.044,3.144,3.426,3.616,3.855,3.841,3.942,3.926,3.938,4.181,5.07,5.415,5.695,
시가평가 4사평균 신한캐피탈,IR,BONDAV402378,기타금융채AA-,20260401,3.002,3.064,3.179,3.467,3.646,3.886,3.878,4.005,4.017,4.135,4.533,5.391,5.74,6.037,
시가평가 4사평균 신한투자증권,IR,BONDAV400867,공모/무보증AA0,20260401,3.006,3.074,3.178,3.425,3.596,3.822,3.837,3.927,3.986,4.112,4.174,4.879,5.36,5.639,
시가평가 4사평균 쌍용씨앤이,IR,BONDAV400341,공모/무보증A-,20260401,3.732,3.847,4.063,4.378,4.69,5.074,5.203,5.474,5.758,6.214,6.317,7.077,7.372,7.763,
시가평가 4사평균 아이비케이캐피탈,IR,BONDAV404016,기타금융채AA-,20260401,3.004,3.059,3.166,3.446,3.627,3.866,3.852,3.976,3.974,4.059,4.476,5.334,5.703,5.989,
시가평가 4사평균 아이엠뱅크,IR,BONDAV400527,은행채AAA,20260401,2.823,2.913,3.007,3.199,3.437,3.589,3.598,3.719,3.732,3.873,3.879,4.141,4.294,4.426,
시가평가 4사평균 아이엠캐피탈,IR,BONDAV442411,기타금융채AA-,20260401,3.042,3.163,3.275,3.555,3.757,4.042,4.072,4.217,4.225,4.346,4.756,5.611,5.975,6.281,
시가평가 4사평균 안산도시공사,IR,BONDAV469301,공사/공단채AA0,20260401,2.962,3.058,3.196,3.378,3.609,3.873,3.92,4.024,4.064,4.172,4.218,4.356,4.392,4.438,
시가평가 4사평균 안양도시공사,IR,BONDAV475809,공사/공단채AA0,20260401,2.878,2.991,3.133,3.297,3.537,3.811,3.856,3.938,3.967,4.078,4.109,4.242,4.311,4.349,
시가평가 4사평균 알씨아이파이낸셜,IR,BONDAV418034,기타금융채A+,20260401,3.112,3.319,3.455,3.668,3.858,4.224,4.346,4.6,4.936,5.174,5.347,5.993,6.178,6.406,
시가평가 4사평균 애큐온캐피탈,IR,BONDAV411884,기타금융채A0,20260401,3.914,4.194,4.393,4.616,4.816,5.257,5.425,5.762,5.985,6.186,6.224,6.759,6.931,7.096,
시가평가 4사평균 에스엘엘중앙,IR,BONDAV460866,공모/무보증BBB0,20260401,5.152,5.747,6.303,6.776,7.506,8.29,8.66,8.973,9.117,9.325,9.351,9.834,10.21,10.643,
시가평가 4사평균 에스케이스페셜티,IR,BONDAV466104,공모/무보증A0,20260401,3.04,3.107,3.257,3.549,3.805,4.11,4.17,4.395,4.625,5.002,5.18,5.964,6.316,6.678,
시가평가 4사평균 에스케이어드밴스드,IR,BONDAV446226,공모/무보증BBB+,20260401,4.503,4.963,5.464,5.857,6.592,7.432,7.675,8.032,8.196,8.406,8.427,8.869,9.098,9.496,
시가평가 4사평균 에스케이에코플랜트,IR,BONDAV400334,공모/무보증A-,20260401,3.738,3.851,4.066,4.361,4.925,5.289,5.411,5.672,5.96,6.429,6.527,7.29,7.622,8.013,
시가평가 4사평균 에스케이온,IR,BONDAV465484,공모/무보증A+,20260401,3.499,3.58,3.756,4.037,4.303,4.629,4.671,4.832,4.984,5.286,5.435,6.198,6.576,6.941,
시가평가 4사평균 에스케이인천석유화학,IR,BONDAV443076,공모/무보증A+,20260401,3.365,3.448,3.627,3.927,4.195,4.54,4.62,4.872,5.032,5.333,5.477,6.228,6.613,6.976,
시가평가 4사평균 에이치디현대오일뱅크,IR,BONDAV400405,공모/무보증AA-,20260401,3.005,3.077,3.184,3.424,3.576,3.804,3.807,3.903,3.914,3.992,4.052,4.76,5.328,5.654,
시가평가 4사평균 에코비트,IR,BONDAV459021,공모/무보증A+,20260401,3.125,3.205,3.363,3.644,3.89,4.192,4.22,4.371,4.529,4.832,4.979,5.743,6.126,6.489,
시가평가 4사평균 에코프로,IR,BONDAV410766,공모/무보증BBB+,20260401,3.782,4.084,4.521,4.903,5.365,6.018,6.195,6.552,6.726,6.963,7.02,7.64,7.829,8.233,
시가평가 4사평균 에코프로비엠,IR,BONDAV453563, , , , , , , , , , , , , , , , ,
시가평가 4사평균 엔씨소프트,IR,BONDAV412699,공모/무보증AA-,20260401,3.055,3.124,3.234,3.485,3.654,3.894,3.901,3.997,4.007,4.136,4.259,5.071,5.711,6.045,
시가평가 4사평균 엔에이치농협캐피탈,IR,BONDAV413844,기타금융채AA-,20260401,3.019,3.083,3.2,3.472,3.644,3.893,3.893,4.019,4.036,4.139,4.538,5.397,5.767,6.061,
시가평가 4사평균 엘에스엠트론,IR,BONDAV413785,공모/무보증A0,20260401,3.062,3.153,3.32,3.61,3.865,4.142,4.171,4.362,4.594,4.969,5.124,5.896,6.173,6.535,
시가평가 4사평균 엘에스일렉트릭,IR,BONDAV401012,공모/무보증AA-,20260401,2.966,3.033,3.131,3.372,3.537,3.749,3.748,3.832,3.84,3.949,4.094,4.964,5.556,5.887,
시가평가 4사평균 엘에스전선,IR,BONDAV413784,공모/무보증A+,20260401,2.994,3.068,3.205,3.462,3.668,3.927,3.925,4.044,4.214,4.516,4.66,5.42,5.803,6.166,
시가평가 4사평균 엠지캐피탈,IR,BONDAV403839,기타금융채A0,20260401,3.871,4.157,4.36,4.581,4.78,5.219,5.422,5.737,5.981,6.196,6.228,6.765,6.949,7.115,
시가평가 4사평균 여수광양항만공사,IR,BONDAV403936,공사/공단채AAA,20260401,2.824,2.92,3.033,3.214,3.403,3.634,3.666,3.749,3.771,3.858,3.884,3.966,3.959,3.97,3.897
시가평가 4사평균 여천NCC,IR,BONDAV404223,공모/무보증A-,20260401,4.002,4.118,4.343,4.683,5.022,5.434,5.563,5.845,6.095,6.492,6.595,7.355,7.692,8.1,
시가평가 4사평균 연합자산관리,IR,BONDAV417733,공모/무보증AA0,20260401,3.036,3.106,3.21,3.462,3.628,3.829,3.829,3.917,3.916,4,4.055,4.749,5.233,5.521,
시가평가 4사평균 예금보험공사,IR,BONDAV403938,공사/공단채정부보증,20260401,2.727,2.803,2.902,3.092,3.272,3.493,3.499,3.566,3.603,3.759,3.756,3.822,3.815,3.819,
시가평가 4사평균 예스코,IR,BONDAV455545,공모/무보증AA-,20260401,3.04,3.112,3.218,3.466,3.639,3.88,3.891,4.001,4.023,4.152,4.305,5.144,5.763,6.093,
시가평가 4사평균 오일허브코리아여수,IR,BONDAV419832,공모/무보증A+,20260401,3.009,3.074,3.229,3.49,3.699,3.973,4.027,4.18,4.327,4.564,4.688,5.437,5.78,6.119,
시가평가 4사평균 용인도시공사,IR,BONDAV417577,공사/공단채AA0,20260401,2.979,3.078,3.214,3.398,3.627,3.892,3.942,4.045,4.079,4.182,4.223,4.359,4.402,4.447,
시가평가 4사평균 우리금융에프앤아이,IR,BONDAV467631,공모/무보증A0,20260401,3.163,3.262,3.444,3.73,3.975,4.245,4.274,4.465,4.726,5.106,5.27,6.045,6.396,6.765,
시가평가 4사평균 우리금융지주,IR,BONDAV458210,공모/무보증AAA,20260401,2.925,2.999,3.077,3.316,3.488,3.695,3.701,3.771,3.786,3.875,3.889,4.187,4.343,4.604,
시가평가 4사평균 우리금융캐피탈,IR,BONDAV403366,기타금융채AA-,20260401,3.015,3.083,3.196,3.48,3.664,3.899,3.89,4.023,4.047,4.176,4.572,5.425,5.77,6.05,
시가평가 4사평균 우리은행,IR,BONDAV403946,은행채AAA,20260401,2.81,2.9,2.994,3.185,3.423,3.573,3.582,3.702,3.714,3.855,3.864,4.127,4.271,4.404,
시가평가 4사평균 우리카드,IR,BONDAV442147,카드채AA0,20260401,2.997,3.058,3.152,3.434,3.632,3.865,3.847,3.97,3.954,4.078,4.365,5.205,5.561,5.842,
시가평가 4사평균 울산도시공사,IR,BONDAV413988,공사/공단채AA+,20260401,2.855,2.949,3.076,3.246,3.445,3.702,3.738,3.829,3.858,3.956,3.985,4.117,4.13,4.178,
시가평가 4사평균 울산항만공사,IR,BONDAV441543,공사/공단채AAA,20260401,2.795,2.886,2.999,3.18,3.368,3.598,3.624,3.706,3.723,3.802,3.82,3.901,3.893,3.904,3.828
시가평가 4사평균 유안타증권,IR,BONDAV400347,공모/무보증AA-,20260401,3.141,3.216,3.334,3.593,3.769,4.009,4.048,4.212,4.259,4.394,4.544,5.415,6.021,6.365,
시가평가 4사평균 이랜드월드,IR,BONDAV404053,공모/무보증BBB0,20260401,4.863,5.473,6.054,6.546,7.276,8.193,8.562,8.92,9.082,9.286,9.298,9.781,10.067,10.499,
시가평가 4사평균 이마트,IR,BONDAV418667,공모/무보증AA-,20260401,3.071,3.142,3.251,3.503,3.678,3.914,3.922,4.018,4.059,4.215,4.472,5.327,5.92,6.244,
시가평가 4사평균 이지스레지던스리츠,IR,BONDAV470126,공모/무보증A-,20260401,4.779,4.889,5.113,5.472,5.848,6.201,6.288,6.603,6.891,7.39,7.496,8.239,8.537,8.898,
시가평가 4사평균 이지스자산운용,IR,BONDAV455395,공모/무보증A-,20260401,5.134,5.282,5.566,5.976,6.321,6.686,6.783,7.056,7.338,7.795,7.898,8.656,8.975,9.375,
시가평가 4사평균 인천교통공사,IR,BONDAV450879,공사/공단채AA+,20260401,2.863,2.958,3.081,3.25,3.446,3.702,3.735,3.826,3.861,3.965,3.998,4.129,4.148,4.192,
시가평가 4사평균 인천국제공항공사,IR,BONDAV403937,공사/공단채AAA,20260401,2.81,2.907,3.019,3.2,3.39,3.619,3.645,3.725,3.74,3.822,3.859,3.949,3.943,3.956,3.884
시가평가 4사평균 인천도시공사,IR,BONDAV408573,공사/공단채AA+,20260401,2.816,2.907,3.033,3.203,3.393,3.646,3.68,3.768,3.811,3.91,3.998,4.135,4.158,4.204,
시가평가 4사평균 인천항만공사,IR,BONDAV414727,공사/공단채AAA,20260401,2.815,2.911,3.03,3.214,3.406,3.639,3.666,3.751,3.77,3.849,3.864,3.942,3.936,3.944,3.87
시가평가 4사평균 전남개발공사,IR,BONDAV412455,공사/공단채AA+,20260401,2.836,2.93,3.059,3.229,3.419,3.689,3.719,3.813,3.835,3.939,3.961,4.094,4.111,4.146,
